Index,site_id,creek_name,unit,date,day_temp_c
1,CGT1,Claggett Creek,C,5/1/2018,15.009895833333333
1,CGT1,Claggett Creek,C,5/2/2018,15.796458333333334
1,CGT1,Claggett Creek,C,5/3/2018,17.692916666666665
1,CGT1,Claggett Creek,C,5/4/2018,17.6134375
1,CGT1,Claggett Creek,C,5/5/2018,17.983229166666668
1,CGT1,Claggett Creek,C,5/6/2018,19.176979166666666
1,CGT1,Claggett Creek,C,5/7/2018,18.910520833333333
2,CGT1,Claggett Creek,C,5/8/2018,19.2740625
2,CGT1,Claggett Creek,C,5/9/2018,18.845208333333332
2,CGT1,Claggett Creek,C,5/10/2018,18.8365625
2,CGT1,Claggett Creek,C,5/11/2018,18.55625
2,CGT1,Claggett Creek,C,5/12/2018,19.212291666666665
2,CGT1,Claggett Creek,C,5/13/2018,20.510416666666668
2,CGT1,Claggett Creek,C,5/14/2018,21.251041666666666
3,CGT1,Claggett Creek,C,5/15/2018,20.677291666666665
3,CGT1,Claggett Creek,C,5/16/2018,19.9265625
3,CGT1,Claggett Creek,C,5/17/2018,19.028958333333332
3,CGT1,Claggett Creek,C,5/18/2018,18.773125
3,CGT1,Claggett Creek,C,5/19/2018,18.665937500000002
3,CGT1,Claggett Creek,C,5/20/2018,18.8203125
3,CGT1,Claggett Creek,C,5/21/2018,19.477708333333332
4,CGT1,Claggett Creek,C,5/22/2018,20.693958333333335
4,CGT1,Claggett Creek,C,5/23/2018,21.537708333333335
4,CGT1,Claggett Creek,C,5/24/2018,21.1865625
4,CGT1,Claggett Creek,C,5/25/2018,20.644479166666667
4,CGT1,Claggett Creek,C,5/26/2018,19.625
4,CGT1,Claggett Creek,C,5/27/2018,19.959375
4,CGT1,Claggett Creek,C,5/28/2018,20.474583333333335
5,CGT1,Claggett Creek,C,5/29/2018,19.818125
5,CGT1,Claggett Creek,C,5/30/2018,18.915416666666665
5,CGT1,Claggett Creek,C,5/31/2018,18.504895833333332
5,CGT1,Claggett Creek,C,6/1/2018,19.100520833333334
5,CGT1,Claggett Creek,C,6/2/2018,20.278333333333332
5,CGT1,Claggett Creek,C,6/3/2018,20.4134375
5,CGT1,Claggett Creek,C,6/4/2018,20.0446875
6,CGT1,Claggett Creek,C,6/5/2018,20.162395833333335
6,CGT1,Claggett Creek,C,6/6/2018,20.667604166666667
6,CGT1,Claggett Creek,C,6/7/2018,20.633125
6,CGT1,Claggett Creek,C,6/8/2018,19.808854166666666
6,CGT1,Claggett Creek,C,6/9/2018,18.498854166666668
6,CGT1,Claggett Creek,C,6/10/2018,17.4690625
6,CGT1,Claggett Creek,C,6/11/2018,17.6478125
7,CGT1,Claggett Creek,C,6/12/2018,19.727916666666665
7,CGT1,Claggett Creek,C,6/13/2018,19.311458333333334
7,CGT1,Claggett Creek,C,6/14/2018,18.869895833333334
7,CGT1,Claggett Creek,C,6/15/2018,19.03708333333333
7,CGT1,Claggett Creek,C,6/16/2018,19.463229166666668
7,CGT1,Claggett Creek,C,6/17/2018,20.5703125
7,CGT1,Claggett Creek,C,6/18/2018,21.851041666666667
8,CGT1,Claggett Creek,C,6/19/2018,22.249583333333334
8,CGT1,Claggett Creek,C,6/20/2018,22.895520833333332
8,CGT1,Claggett Creek,C,6/21/2018,22.535520833333333
8,CGT1,Claggett Creek,C,6/22/2018,22.074583333333333
8,CGT1,Claggett Creek,C,6/23/2018,22.029270833333335
8,CGT1,Claggett Creek,C,6/24/2018,22.415729166666665
8,CGT1,Claggett Creek,C,6/25/2018,22.5928125
9,CGT1,Claggett Creek,C,6/26/2018,21.757083333333334
9,CGT1,Claggett Creek,C,6/27/2018,21.56833333333333
9,CGT1,Claggett Creek,C,6/28/2018,21.670729166666668
9,CGT1,Claggett Creek,C,6/29/2018,21.935
9,CGT1,Claggett Creek,C,6/30/2018,22.304479166666667
9,CGT1,Claggett Creek,C,7/1/2018,22.7003125
9,CGT1,Claggett Creek,C,7/2/2018,21.60875
10,CGT1,Claggett Creek,C,7/3/2018,21.0540625
10,CGT1,Claggett Creek,C,7/4/2018,21.1396875
10,CGT1,Claggett Creek,C,7/5/2018,21.910104166666667
10,CGT1,Claggett Creek,C,7/6/2018,21.809375
10,CGT1,Claggett Creek,C,7/7/2018,21.840833333333332
10,CGT1,Claggett Creek,C,7/8/2018,21.9015625
10,CGT1,Claggett Creek,C,7/9/2018,20.9571875
11,CGT1,Claggett Creek,C,7/10/2018,21.372083333333332
11,CGT1,Claggett Creek,C,7/11/2018,21.738229166666667
11,CGT1,Claggett Creek,C,7/12/2018,22.5021875
11,CGT1,Claggett Creek,C,7/13/2018,23.04
11,CGT1,Claggett Creek,C,7/14/2018,22.9653125
11,CGT1,Claggett Creek,C,7/15/2018,23.63458333333333
11,CGT1,Claggett Creek,C,7/16/2018,24.278854166666665
12,CGT1,Claggett Creek,C,7/17/2018,24.90125
12,CGT1,Claggett Creek,C,7/18/2018,24.1321875
12,CGT1,Claggett Creek,C,7/19/2018,22.683645833333333
12,CGT1,Claggett Creek,C,7/20/2018,21.838229166666668
12,CGT1,Claggett Creek,C,7/21/2018,21.537916666666668
12,CGT1,Claggett Creek,C,7/22/2018,22.009270833333332
12,CGT1,Claggett Creek,C,7/23/2018,22.897083333333335
13,CGT1,Claggett Creek,C,7/24/2018,23.224270833333332
13,CGT1,Claggett Creek,C,7/25/2018,23.676875
13,CGT1,Claggett Creek,C,7/26/2018,24.1740625
13,CGT1,Claggett Creek,C,7/27/2018,24.150833333333335
13,CGT1,Claggett Creek,C,7/28/2018,23.856458333333332
13,CGT1,Claggett Creek,C,7/29/2018,24.79489583333333
13,CGT1,Claggett Creek,C,7/30/2018,24.98614583333333
14,CGT1,Claggett Creek,C,7/31/2018,24.5396875
14,CGT1,Claggett Creek,C,8/1/2018,23.984375
14,CGT1,Claggett Creek,C,8/2/2018,22.8253125
14,CGT1,Claggett Creek,C,8/3/2018,22.8546875
14,CGT1,Claggett Creek,C,8/4/2018,22.918541666666666
14,CGT1,Claggett Creek,C,8/5/2018,23.3515625
14,CGT1,Claggett Creek,C,8/6/2018,23.438958333333332
15,CGT1,Claggett Creek,C,8/7/2018,23.700625
15,CGT1,Claggett Creek,C,8/8/2018,24.204375
15,CGT1,Claggett Creek,C,8/9/2018,23.891875
15,CGT1,Claggett Creek,C,8/10/2018,23.957604166666666
15,CGT1,Claggett Creek,C,8/11/2018,23.04
15,CGT1,Claggett Creek,C,8/12/2018,22.5728125
15,CGT1,Claggett Creek,C,8/13/2018,22.72625
16,CGT1,Claggett Creek,C,8/14/2018,22.969270833333333
16,CGT1,Claggett Creek,C,8/15/2018,22.9828125
16,CGT1,Claggett Creek,C,8/16/2018,22.443125000000002
16,CGT1,Claggett Creek,C,8/17/2018,21.6571875
16,CGT1,Claggett Creek,C,8/18/2018,21.539166666666667
16,CGT1,Claggett Creek,C,8/19/2018,22.283125
16,CGT1,Claggett Creek,C,8/20/2018,23.0553125
17,CGT1,Claggett Creek,C,8/21/2018,23.125625
17,CGT1,Claggett Creek,C,8/22/2018,22.862083333333334
17,CGT1,Claggett Creek,C,8/23/2018,21.7984375
17,CGT1,Claggett Creek,C,8/24/2018,21.405
17,CGT1,Claggett Creek,C,8/25/2018,20.7425
17,CGT1,Claggett Creek,C,8/26/2018,20.5275
17,CGT1,Claggett Creek,C,8/27/2018,20.284375
18,CGT1,Claggett Creek,C,8/28/2018,20.43572916666667
18,CGT1,Claggett Creek,C,8/29/2018,20.672916666666666
18,CGT1,Claggett Creek,C,8/30/2018,20.5846875
18,CGT1,Claggett Creek,C,8/31/2018,20.858333333333334
18,CGT1,Claggett Creek,C,9/1/2018,20.303333333333335
18,CGT1,Claggett Creek,C,9/2/2018,19.994479166666668
18,CGT1,Claggett Creek,C,9/3/2018,20.09
19,CGT1,Claggett Creek,C,9/4/2018,19.875104166666667
19,CGT1,Claggett Creek,C,9/5/2018,20.9671875
19,CGT1,Claggett Creek,C,9/6/2018,21.309270833333333
19,CGT1,Claggett Creek,C,9/7/2018,20.839479166666667
19,CGT1,Claggett Creek,C,9/8/2018,20.953333333333333
19,CGT1,Claggett Creek,C,9/9/2018,20.6409375
19,CGT1,Claggett Creek,C,9/10/2018,20.562395833333333
20,CGT1,Claggett Creek,C,9/11/2018,19.898229166666667
20,CGT1,Claggett Creek,C,9/12/2018,17.8325
20,CGT1,Claggett Creek,C,9/13/2018,17.842291666666668
20,CGT1,Claggett Creek,C,9/14/2018,19.145416666666666
20,CGT1,Claggett Creek,C,9/15/2018,18.7775
20,CGT1,Claggett Creek,C,9/16/2018,18.107708333333335
20,CGT1,Claggett Creek,C,9/17/2018,17.060416666666665
21,CGT1,Claggett Creek,C,9/18/2018,17.68572916666667
21,CGT1,Claggett Creek,C,9/19/2018,17.895729166666666
21,CGT1,Claggett Creek,C,9/20/2018,18.211458333333333
21,CGT1,Claggett Creek,C,9/21/2018,18.160104166666667
21,CGT1,Claggett Creek,C,9/22/2018,18.708020833333332
21,CGT1,Claggett Creek,C,9/23/2018,17.770208333333333
21,CGT1,Claggett Creek,C,9/24/2018,17.410729166666666
22,CGT1,Claggett Creek,C,9/25/2018,17.400625
22,CGT1,Claggett Creek,C,9/26/2018,17.575416666666666
22,CGT1,Claggett Creek,C,9/27/2018,17.976979166666666
22,CGT1,Claggett Creek,C,9/28/2018,18.335
22,CGT1,Claggett Creek,C,9/29/2018,18.019895833333333
22,CGT1,Claggett Creek,C,9/30/2018,17.823125
22,CGT1,Claggett Creek,C,10/1/2018,18.3075
23,CGT1,Claggett Creek,C,5/1/2019,16.784791666666667
23,CGT1,Claggett Creek,C,5/2/2019,16.606041666666666
23,CGT1,Claggett Creek,C,5/3/2019,16.9890625
23,CGT1,Claggett Creek,C,5/4/2019,17.942916666666665
23,CGT1,Claggett Creek,C,5/5/2019,18.956875
23,CGT1,Claggett Creek,C,5/6/2019,19.334062499999998
23,CGT1,Claggett Creek,C,5/7/2019,19.685
24,CGT1,Claggett Creek,C,5/8/2019,19.768333333333334
24,CGT1,Claggett Creek,C,5/9/2019,20.436458333333334
24,CGT1,Claggett Creek,C,5/10/2019,20.990104166666665
24,CGT1,Claggett Creek,C,5/11/2019,21.5015625
24,CGT1,Claggett Creek,C,5/12/2019,20.9740625
24,CGT1,Claggett Creek,C,5/13/2019,20.531875
24,CGT1,Claggett Creek,C,5/14/2019,19.321145833333333
25,CGT1,Claggett Creek,C,5/15/2019,17.223333333333333
25,CGT1,Claggett Creek,C,5/16/2019,17.3478125
25,CGT1,Claggett Creek,C,5/17/2019,16.825520833333332
25,CGT1,Claggett Creek,C,5/18/2019,17.2765625
25,CGT1,Claggett Creek,C,5/19/2019,15.732916666666666
25,CGT1,Claggett Creek,C,5/20/2019,16.689583333333335
25,CGT1,Claggett Creek,C,5/21/2019,17.400104166666665
26,CGT1,Claggett Creek,C,5/22/2019,18.239479166666666
26,CGT1,Claggett Creek,C,5/23/2019,17.947395833333335
26,CGT1,Claggett Creek,C,5/24/2019,18.289895833333333
26,CGT1,Claggett Creek,C,5/25/2019,16.084375
26,CGT1,Claggett Creek,C,5/26/2019,16.334895833333334
26,CGT1,Claggett Creek,C,5/27/2019,17.758854166666666
26,CGT1,Claggett Creek,C,5/28/2019,17.9565625
27,CGT1,Claggett Creek,C,5/29/2019,19.181770833333335
27,CGT1,Claggett Creek,C,5/30/2019,20.324166666666667
27,CGT1,Claggett Creek,C,5/31/2019,21.191145833333334
27,CGT1,Claggett Creek,C,6/1/2019,21.7675
27,CGT1,Claggett Creek,C,6/2/2019,22.236666666666668
27,CGT1,Claggett Creek,C,6/3/2019,21.752708333333334
27,CGT1,Claggett Creek,C,6/4/2019,21.385208333333335
28,CGT1,Claggett Creek,C,6/5/2019,20.71875
28,CGT1,Claggett Creek,C,6/6/2019,19.472395833333334
28,CGT1,Claggett Creek,C,6/7/2019,18.668645833333333
28,CGT1,Claggett Creek,C,6/8/2019,17.9990625
28,CGT1,Claggett Creek,C,6/9/2019,19.3375
28,CGT1,Claggett Creek,C,6/10/2019,20.639583333333334
28,CGT1,Claggett Creek,C,6/11/2019,22.1171875
29,CGT1,Claggett Creek,C,6/12/2019,23.688333333333333
29,CGT1,Claggett Creek,C,6/13/2019,24.206770833333334
29,CGT1,Claggett Creek,C,6/14/2019,22.805416666666666
29,CGT1,Claggett Creek,C,6/15/2019,22.720625
29,CGT1,Claggett Creek,C,6/16/2019,22.9678125
29,CGT1,Claggett Creek,C,6/17/2019,23.192708333333332
29,CGT1,Claggett Creek,C,6/18/2019,23.049479166666668
30,CGT1,Claggett Creek,C,6/19/2019,21.7684375
30,CGT1,Claggett Creek,C,6/20/2019,21.0028125
30,CGT1,Claggett Creek,C,6/21/2019,20.95375
30,CGT1,Claggett Creek,C,6/22/2019,20.952708333333334
30,CGT1,Claggett Creek,C,6/23/2019,21.364895833333332
30,CGT1,Claggett Creek,C,6/24/2019,21.193333333333335
30,CGT1,Claggett Creek,C,6/25/2019,21.476145833333334
31,CGT1,Claggett Creek,C,6/26/2019,21.1409375
31,CGT1,Claggett Creek,C,6/27/2019,18.5759375
31,CGT1,Claggett Creek,C,6/28/2019,19.47854166666667
31,CGT1,Claggett Creek,C,6/29/2019,21.166458333333335
31,CGT1,Claggett Creek,C,6/30/2019,21.823333333333334
31,CGT1,Claggett Creek,C,7/1/2019,22.0715625
31,CGT1,Claggett Creek,C,7/2/2019,21.315
32,CGT1,Claggett Creek,C,7/3/2019,20.9884375
32,CGT1,Claggett Creek,C,7/4/2019,21.905416666666667
32,CGT1,Claggett Creek,C,7/5/2019,21.75125
32,CGT1,Claggett Creek,C,7/6/2019,21.1978125
32,CGT1,Claggett Creek,C,7/7/2019,21.443125
32,CGT1,Claggett Creek,C,7/8/2019,22.0296875
32,CGT1,Claggett Creek,C,7/9/2019,21.6325
33,CGT1,Claggett Creek,C,7/10/2019,20.307916666666667
33,CGT1,Claggett Creek,C,7/11/2019,22.464895833333333
33,CGT1,Claggett Creek,C,7/12/2019,23.275
33,CGT1,Claggett Creek,C,7/13/2019,23.569583333333334
33,CGT1,Claggett Creek,C,7/14/2019,23.698229166666668
33,CGT1,Claggett Creek,C,7/15/2019,23.489479166666666
33,CGT1,Claggett Creek,C,7/16/2019,23.537916666666668
34,CGT1,Claggett Creek,C,7/17/2019,22.811770833333334
34,CGT1,Claggett Creek,C,7/18/2019,22.918854166666666
34,CGT1,Claggett Creek,C,7/19/2019,22.1996875
34,CGT1,Claggett Creek,C,7/20/2019,22.238229166666667
34,CGT1,Claggett Creek,C,7/21/2019,23.103125
34,CGT1,Claggett Creek,C,7/22/2019,23.265833333333333
34,CGT1,Claggett Creek,C,7/23/2019,22.8053125
35,CGT1,Claggett Creek,C,7/24/2019,22.613020833333334
35,CGT1,Claggett Creek,C,7/25/2019,22.854583333333334
35,CGT1,Claggett Creek,C,7/26/2019,23.558958333333333
35,CGT1,Claggett Creek,C,7/27/2019,23.3703125
35,CGT1,Claggett Creek,C,7/28/2019,23.145416666666666
35,CGT1,Claggett Creek,C,7/29/2019,23.280416666666667
35,CGT1,Claggett Creek,C,7/30/2019,22.8053125
36,CGT1,Claggett Creek,C,7/31/2019,23.241666666666667
36,CGT1,Claggett Creek,C,8/1/2019,23.975520833333334
36,CGT1,Claggett Creek,C,8/2/2019,23.6209375
36,CGT1,Claggett Creek,C,8/3/2019,23.795833333333334
36,CGT1,Claggett Creek,C,8/4/2019,23.895104166666666
36,CGT1,Claggett Creek,C,8/5/2019,24.158333333333335
36,CGT1,Claggett Creek,C,8/6/2019,23.846666666666668
37,CGT1,Claggett Creek,C,8/7/2019,22.854375
37,CGT1,Claggett Creek,C,8/8/2019,22.380937499999998
37,CGT1,Claggett Creek,C,8/9/2019,22.345
37,CGT1,Claggett Creek,C,8/10/2019,21.8559375
37,CGT1,Claggett Creek,C,8/11/2019,21.0821875
37,CGT1,Claggett Creek,C,8/12/2019,22.2378125
37,CGT1,Claggett Creek,C,8/13/2019,23.0565625
38,CGT1,Claggett Creek,C,8/14/2019,23.483125
38,CGT1,Claggett Creek,C,8/15/2019,23.280729166666667
38,CGT1,Claggett Creek,C,8/16/2019,22.639895833333334
38,CGT1,Claggett Creek,C,8/17/2019,22.013229166666665
38,CGT1,Claggett Creek,C,8/18/2019,22.0815625
38,CGT1,Claggett Creek,C,8/19/2019,24.0478125
38,CGT1,Claggett Creek,C,8/20/2019,22.6759375
39,CGT1,Claggett Creek,C,8/21/2019,21.622604166666665
39,CGT1,Claggett Creek,C,8/22/2019,21.007395833333334
39,CGT1,Claggett Creek,C,8/23/2019,21.1134375
39,CGT1,Claggett Creek,C,8/24/2019,21.821458333333332
39,CGT1,Claggett Creek,C,8/25/2019,22.020625
39,CGT1,Claggett Creek,C,8/26/2019,21.5915625
39,CGT1,Claggett Creek,C,8/27/2019,21.773020833333334
40,CGT1,Claggett Creek,C,8/28/2019,22.411770833333332
40,CGT1,Claggett Creek,C,8/29/2019,22.7421875
40,CGT1,Claggett Creek,C,8/30/2019,22.414375
40,CGT1,Claggett Creek,C,8/31/2019,21.989479166666666
40,CGT1,Claggett Creek,C,9/1/2019,22.710208333333334
40,CGT1,Claggett Creek,C,9/2/2019,22.578125
40,CGT1,Claggett Creek,C,9/3/2019,22.763125
41,CGT1,Claggett Creek,C,9/4/2019,22.555104166666666
41,CGT1,Claggett Creek,C,9/5/2019,22.436041666666668
41,CGT1,Claggett Creek,C,9/6/2019,23.127291666666668
41,CGT1,Claggett Creek,C,9/7/2019,21.860729166666665
41,CGT1,Claggett Creek,C,9/8/2019,20.321041666666666
41,CGT1,Claggett Creek,C,9/9/2019,19.3325
41,CGT1,Claggett Creek,C,9/10/2019,18.461145833333333
42,CGT1,Claggett Creek,C,9/11/2019,18.993229166666666
42,CGT1,Claggett Creek,C,9/12/2019,20.770625
42,CGT1,Claggett Creek,C,9/13/2019,21.565416666666668
42,CGT1,Claggett Creek,C,9/14/2019,21.166666666666668
42,CGT1,Claggett Creek,C,9/15/2019,18.770729166666666
42,CGT1,Claggett Creek,C,9/16/2019,17.525520833333335
42,CGT1,Claggett Creek,C,9/17/2019,17.515
43,CGT1,Claggett Creek,C,9/18/2019,17.529583333333335
43,CGT1,Claggett Creek,C,9/19/2019,18.364895833333332
43,CGT1,Claggett Creek,C,9/20/2019,19.073020833333334
43,CGT1,Claggett Creek,C,9/21/2019,18.954791666666665
43,CGT1,Claggett Creek,C,9/22/2019,17.976458333333333
43,CGT1,Claggett Creek,C,9/23/2019,18.308541666666667
43,CGT1,Claggett Creek,C,9/24/2019,19.55875
44,CGT1,Claggett Creek,C,9/25/2019,19.177291666666665
44,CGT1,Claggett Creek,C,9/26/2019,18.601875
44,CGT1,Claggett Creek,C,9/27/2019,17.701458333333335
44,CGT1,Claggett Creek,C,9/28/2019,16.769583333333333
44,CGT1,Claggett Creek,C,9/29/2019,15.510416666666666
44,CGT1,Claggett Creek,C,9/30/2019,13.813125
44,CGT1,Claggett Creek,C,10/1/2019,14.499375
45,CGT1,Claggett Creek,C,10/2/2019,14.503125
45,CGT1,Claggett Creek,C,10/3/2019,14.513645833333333
45,CGT1,Claggett Creek,C,10/4/2019,13.835104166666667
45,CGT1,Claggett Creek,C,10/5/2019,14.728125
45,CGT1,Claggett Creek,C,10/6/2019,15.163229166666667
45,CGT1,Claggett Creek,C,10/7/2019,15.411666666666667
45,CGT1,Claggett Creek,C,10/8/2019,15.796875
46,CGT1,Claggett Creek,C,10/9/2019,14.1140625
46,CGT1,Claggett Creek,C,10/10/2019,13.272708333333334
46,CGT1,Claggett Creek,C,10/11/2019,12.301951219512196
1,CGT5,Claggett Creek,C,5/1/2018,12.378541666666667
1,CGT5,Claggett Creek,C,5/2/2018,13.705625
1,CGT5,Claggett Creek,C,5/3/2018,15.580104166666667
1,CGT5,Claggett Creek,C,5/4/2018,14.902708333333333
1,CGT5,Claggett Creek,C,5/5/2018,15.653437499999999
1,CGT5,Claggett Creek,C,5/6/2018,16.693333333333335
1,CGT5,Claggett Creek,C,5/7/2018,16.569583333333334
2,CGT5,Claggett Creek,C,5/8/2018,16.3859375
2,CGT5,Claggett Creek,C,5/9/2018,15.8609375
2,CGT5,Claggett Creek,C,5/10/2018,15.3934375
2,CGT5,Claggett Creek,C,5/11/2018,14.5578125
2,CGT5,Claggett Creek,C,5/12/2018,15.984166666666667
2,CGT5,Claggett Creek,C,5/13/2018,17.4415625
2,CGT5,Claggett Creek,C,5/14/2018,18.179479166666667
3,CGT5,Claggett Creek,C,5/15/2018,16.641354166666666
3,CGT5,Claggett Creek,C,5/16/2018,15.830833333333333
3,CGT5,Claggett Creek,C,5/17/2018,15.3025
3,CGT5,Claggett Creek,C,5/18/2018,15.126979166666667
3,CGT5,Claggett Creek,C,5/19/2018,15.154375
3,CGT5,Claggett Creek,C,5/20/2018,15.166979166666668
3,CGT5,Claggett Creek,C,5/21/2018,15.488645833333333
4,CGT5,Claggett Creek,C,5/22/2018,16.815
4,CGT5,Claggett Creek,C,5/23/2018,17.717916666666667
4,CGT5,Claggett Creek,C,5/24/2018,17.361979166666668
4,CGT5,Claggett Creek,C,5/25/2018,16.5203125
4,CGT5,Claggett Creek,C,5/26/2018,14.8153125
4,CGT5,Claggett Creek,C,5/27/2018,15.634166666666667
4,CGT5,Claggett Creek,C,5/28/2018,16.28875
5,CGT5,Claggett Creek,C,5/29/2018,15.317916666666667
5,CGT5,Claggett Creek,C,5/30/2018,13.830104166666667
5,CGT5,Claggett Creek,C,5/31/2018,13.888854166666667
5,CGT5,Claggett Creek,C,6/1/2018,14.388229166666667
5,CGT5,Claggett Creek,C,6/2/2018,15.849479166666667
5,CGT5,Claggett Creek,C,6/3/2018,16.00625
5,CGT5,Claggett Creek,C,6/4/2018,15.703229166666667
6,CGT5,Claggett Creek,C,6/5/2018,15.255104166666667
6,CGT5,Claggett Creek,C,6/6/2018,15.646354166666667
6,CGT5,Claggett Creek,C,6/7/2018,15.498854166666666
6,CGT5,Claggett Creek,C,6/8/2018,15.55625
6,CGT5,Claggett Creek,C,6/9/2018,15.939270833333333
6,CGT5,Claggett Creek,C,6/10/2018,14.654583333333333
6,CGT5,Claggett Creek,C,6/11/2018,16.173125
7,CGT5,Claggett Creek,C,6/12/2018,16.103125
7,CGT5,Claggett Creek,C,6/13/2018,15.277708333333333
7,CGT5,Claggett Creek,C,6/14/2018,15.1934375
7,CGT5,Claggett Creek,C,6/15/2018,15.544479166666667
7,CGT5,Claggett Creek,C,6/16/2018,16.172604166666666
7,CGT5,Claggett Creek,C,6/17/2018,17.861354166666665
7,CGT5,Claggett Creek,C,6/18/2018,19.39125
8,CGT5,Claggett Creek,C,6/19/2018,18.925416666666667
8,CGT5,Claggett Creek,C,6/20/2018,19.380208333333332
8,CGT5,Claggett Creek,C,6/21/2018,17.941770833333333
8,CGT5,Claggett Creek,C,6/22/2018,17.489375
8,CGT5,Claggett Creek,C,6/23/2018,17.604166666666668
8,CGT5,Claggett Creek,C,6/24/2018,18.137916666666666
8,CGT5,Claggett Creek,C,6/25/2018,17.5534375
9,CGT5,Claggett Creek,C,6/26/2018,16.418020833333333
9,CGT5,Claggett Creek,C,6/27/2018,16.659583333333334
9,CGT5,Claggett Creek,C,6/28/2018,16.4909375
9,CGT5,Claggett Creek,C,6/29/2018,16.7671875
9,CGT5,Claggett Creek,C,6/30/2018,17.48239583333333
9,CGT5,Claggett Creek,C,7/1/2018,18.124583333333334
9,CGT5,Claggett Creek,C,7/2/2018,16.440208333333334
10,CGT5,Claggett Creek,C,7/3/2018,15.9315625
10,CGT5,Claggett Creek,C,7/4/2018,16.5075
10,CGT5,Claggett Creek,C,7/5/2018,17.21375
10,CGT5,Claggett Creek,C,7/6/2018,17.7621875
10,CGT5,Claggett Creek,C,7/7/2018,17.5009375
10,CGT5,Claggett Creek,C,7/8/2018,17.683333333333334
10,CGT5,Claggett Creek,C,7/9/2018,16.622604166666665
11,CGT5,Claggett Creek,C,7/10/2018,17.172708333333333
11,CGT5,Claggett Creek,C,7/11/2018,17.838854166666668
11,CGT5,Claggett Creek,C,7/12/2018,18.982083333333332
11,CGT5,Claggett Creek,C,7/13/2018,19.648333333333333
11,CGT5,Claggett Creek,C,7/14/2018,19.156979166666666
11,CGT5,Claggett Creek,C,7/15/2018,19.563645833333332
11,CGT5,Claggett Creek,C,7/16/2018,20.085208333333334
12,CGT5,Claggett Creek,C,7/17/2018,19.795833333333334
12,CGT5,Claggett Creek,C,7/18/2018,19.093229166666667
12,CGT5,Claggett Creek,C,7/19/2018,17.969479166666666
12,CGT5,Claggett Creek,C,7/20/2018,16.87322916666667
12,CGT5,Claggett Creek,C,7/21/2018,16.905208333333334
12,CGT5,Claggett Creek,C,7/22/2018,17.60875
12,CGT5,Claggett Creek,C,7/23/2018,18.8234375
13,CGT5,Claggett Creek,C,7/24/2018,19.890416666666667
13,CGT5,Claggett Creek,C,7/25/2018,19.576666666666668
13,CGT5,Claggett Creek,C,7/26/2018,19.556979166666668
13,CGT5,Claggett Creek,C,7/27/2018,19.106041666666666
13,CGT5,Claggett Creek,C,7/28/2018,18.751875000000002
13,CGT5,Claggett Creek,C,7/29/2018,19.489479166666666
13,CGT5,Claggett Creek,C,7/30/2018,19.724375
14,CGT5,Claggett Creek,C,7/31/2018,19.178125
14,CGT5,Claggett Creek,C,8/1/2018,18.956354166666667
14,CGT5,Claggett Creek,C,8/2/2018,17.918958333333332
14,CGT5,Claggett Creek,C,8/3/2018,18.046979166666667
14,CGT5,Claggett Creek,C,8/4/2018,18.309791666666666
14,CGT5,Claggett Creek,C,8/5/2018,18.759270833333332
14,CGT5,Claggett Creek,C,8/6/2018,19.145416666666666
15,CGT5,Claggett Creek,C,8/7/2018,19.502916666666668
15,CGT5,Claggett Creek,C,8/8/2018,19.780104166666668
15,CGT5,Claggett Creek,C,8/9/2018,19.76625
15,CGT5,Claggett Creek,C,8/10/2018,19.989166666666666
15,CGT5,Claggett Creek,C,8/11/2018,19.189479166666665
15,CGT5,Claggett Creek,C,8/12/2018,18.596666666666668
15,CGT5,Claggett Creek,C,8/13/2018,18.8453125
16,CGT5,Claggett Creek,C,8/14/2018,19.513333333333332
16,CGT5,Claggett Creek,C,8/15/2018,19.473541666666666
16,CGT5,Claggett Creek,C,8/16/2018,19.00604166666667
16,CGT5,Claggett Creek,C,8/17/2018,18.057083333333335
16,CGT5,Claggett Creek,C,8/18/2018,17.7340625
16,CGT5,Claggett Creek,C,8/19/2018,18.46375
16,CGT5,Claggett Creek,C,8/20/2018,18.375729166666666
17,CGT5,Claggett Creek,C,8/21/2018,18.9828125
17,CGT5,Claggett Creek,C,8/22/2018,18.943333333333335
17,CGT5,Claggett Creek,C,8/23/2018,17.572708333333335
17,CGT5,Claggett Creek,C,8/24/2018,17.216666666666665
17,CGT5,Claggett Creek,C,8/25/2018,16.4184375
17,CGT5,Claggett Creek,C,8/26/2018,16.6859375
17,CGT5,Claggett Creek,C,8/27/2018,17.29375
18,CGT5,Claggett Creek,C,8/28/2018,17.487708333333334
18,CGT5,Claggett Creek,C,8/29/2018,17.463020833333335
18,CGT5,Claggett Creek,C,8/30/2018,17.43145833333333
18,CGT5,Claggett Creek,C,8/31/2018,17.725833333333334
18,CGT5,Claggett Creek,C,9/1/2018,16.698229166666668
18,CGT5,Claggett Creek,C,9/2/2018,16.319791666666667
18,CGT5,Claggett Creek,C,9/3/2018,16.690104166666668
19,CGT5,Claggett Creek,C,9/4/2018,16.1071875
19,CGT5,Claggett Creek,C,9/5/2018,16.691354166666667
19,CGT5,Claggett Creek,C,9/6/2018,17.3084375
19,CGT5,Claggett Creek,C,9/7/2018,16.8234375
19,CGT5,Claggett Creek,C,9/8/2018,17.190729166666667
19,CGT5,Claggett Creek,C,9/9/2018,16.873958333333334
