Impervious,Water,Herbaceous,BareSoilDr,Unsuitable,PossiblePl,Shrub,Shape_Area,object_id,Year,UrbanTreeCanopy_pct
17.1789149962,0,73.19444184,0.556191047687,0,73.5586100849,0.364168244979,12779.5884999,1,2020,8.61964858327
17.1789149962,0,73.19444184,0.556191047687,0,73.5586100849,0.364168244979,12779.5884999,1,2022,9.03482288522
17.1789149962,0,73.19444184,0.556191047687,0,73.5586100849,0.364168244979,12779.5884999,1,2024,8.70628387121
8.28025285336,2.32859459802,72.798431093,2.30403008951,0,80.8497041249,6.16861118913,94758.1673054,2,2020,8.42086926765
8.28025285336,2.32859459802,72.798431093,2.30403008951,0,80.8497041249,6.16861118913,94758.1673054,2,2022,10.8658971132
8.28025285336,2.32859459802,72.798431093,2.30403008951,0,80.8497041249,6.16861118913,94758.1673054,2,2024,8.31367189151
20.3248874567,27.602560384,23.1082680059,21.4983729403,0,33.1374574256,0.882402724083,171065.799628,3,2020,8.47566497229
20.3248874567,27.602560384,23.1082680059,21.4983729403,0,33.1374574256,0.882402724083,171065.799628,3,2022,8.97014773015
20.3248874567,27.602560384,23.1082680059,21.4983729403,0,33.1374574256,0.882402724083,171065.799628,3,2024,9.09356535789
39.1216228609,0.151317840832,41.9443884008,2.464188111,0,44.3298400948,2.31837273711,25713.6835063,4,2020,15.1519604692
39.1216228609,0.151317840832,41.9443884008,2.464188111,0,44.3298400948,2.31837273711,25713.6835063,4,2022,16.8851088843
39.1216228609,0.151317840832,41.9443884008,2.464188111,0,44.3298400948,2.31837273711,25713.6835063,4,2024,14.0213268183
31.3662298454,0.259769005313,63.5520955114,1.86170086389,0,64.3153157113,0.59614894404,318622.933736,5,2020,1.64713721963
31.3662298454,0.259769005313,63.5520955114,1.86170086389,0,64.3153157113,0.59614894404,318622.933736,5,2022,2.03781324699
31.3662298454,0.259769005313,63.5520955114,1.86170086389,0,64.3153157113,0.59614894404,318622.933736,5,2024,2.37021290852
6.59207466417,31.0222442166,45.4903605817,8.64193712389,0,67.5344147255,1.09336307735,52128.3266162,6,2020,9.57222608345
6.59207466417,31.0222442166,45.4903605817,8.64193712389,0,67.5344147255,1.09336307735,52128.3266162,6,2022,13.4024056678
6.59207466417,31.0222442166,45.4903605817,8.64193712389,0,67.5344147255,1.09336307735,52128.3266162,6,2024,10.3801874313
4.19418668961,1.50121878777,84.9035826215,0.169933837236,0,88.7261438436,2.49058768103,205264.646812,7,2020,6.67161334705
4.19418668961,1.50121878777,84.9035826215,0.169933837236,0,88.7261438436,2.49058768103,205264.646812,7,2022,9.55768525304
4.19418668961,1.50121878777,84.9035826215,0.169933837236,0,88.7261438436,2.49058768103,205264.646812,7,2024,6.84322211898
