OBJECTID,UnitID,UnitID2,Name,UnitType,Status,PW Grid No,GLOBALID,Flow direction,Shape__Length
2315,186614,186615,Wiltsey Swale (Trib. Pringle Creek),CREEK,ACT,54-448,24f88abd-26a1-40fc-af31-07cc53593961,1,2202.80588
2316,186615,186616,Wiltsey Swale (Trib. Pringle Creek),CREEK,ACT,54-448,ca0ffb47-925c-4ee8-a41e-b0954bd0d684,1,27.96797565
2317,186616,186612,Wiltsey Swale (Trib. Pringle Creek),CREEK,ACT,54-448,e3b9127d-4f4b-4281-8b39-07dac0dcd007,1,120.1225391
2318,186613,186618,Wiltsey Swale (Trib. Pringle Creek),CREEK,ACT,54-450,e42ee2e6-fa4f-4706-9960-0ebe3801382c,1,2429.5035
2319,81359,81650,East Fork Pringle Creek,CREEK,ACT,57-446,c5f69f0d-ed11-4dd0-b282-32db7ec74de4,1,71.30799284
2320,81650,186619,East Fork Pringle Creek,CREEK,ACT,57-446,f25d4ac5-61c6-4185-93aa-e1278bad8974,1,601.9500973
2321,186619,186620,East Fork Pringle Creek,CREEK,ACT,57-446,63457157-5baa-482e-95af-9f4405ce3185,1,27.46478898
2322,186620,186622,East Fork Pringle Creek,CREEK,ACT,57-446,3dfe194c-0d60-457f-a037-644d921d22c5,1,602.0976324
2323,186622,186621,East Fork Pringle Creek,CREEK,ACT,57-446,697fc9c3-daf3-4ce7-a31e-2cb3b88f7866,1,19.52816502
2324,186621,186623,East Fork Pringle Creek,CREEK,ACT,57-448,6e6b044b-6fb3-48f2-b9ab-1292e1eb9ed3,1,497.4088908
2325,186623,186624,East Fork Pringle Creek,CREEK,ACT,57-448,6f4542b3-e9fa-4984-bf10-602d6a400fb8,1,98.36690382
2326,186624,186626,East Fork Pringle Creek,CREEK,ACT,57-448,8a959143-2501-4cf8-a80b-8208be0a7f25,1,959.5508379
2327,186626,186625,East Fork Pringle Creek,CREEK,ACT,57-448,23c1944e-85aa-4dd4-832a-f692971b050b,1,5.933233533
2328,186625,186627,East Fork Pringle Creek,CREEK,ACT,54-448,52165a34-8e13-4cfa-91ea-b916f0986586,1,392.1353845
2329,186627,186628,East Fork Pringle Creek,CREEK,ACT,54-448,d5b883a3-5634-4dc5-bace-f6358d7d2cdd,1,50.75981612
2330,186628,71429,East Fork Pringle Creek,CREEK,ACT,54-448,3f9bb34a-6301-4d1f-b102-1cfe1615ae44,1,263.1216204
2331,71429,186629,Pringle Creek,CREEK,ACT,54-450,04d0917e-7c4b-4033-8e16-c82c1a800942,1,1104.905243
2332,186629,186617,Pringle Creek,CREEK,ACT,54-450,102331b0-73c6-4a81-be22-1ca8c22679d4,1,25.92514111
2333,71428,71427,East Fork Pringle Creek,CREEK,ACT,54-450,28644974-afc3-4fe4-91e4-7a99fd5f1468,1,32.2467011
2334,66298,66300,East Fork Pringle Creek,CREEK,ACT,54-450,cef0c14d-6e29-4ca8-ab3f-a18fcf240280,1,31.17824766
2335,33515,33331,West Middle Fork Pringle Creek,CREEK,ACT,45-450,85d46953-a415-497d-98f7-edeb09954903,1,242.2680592
2336,28532,28412,Trib. West Fork Pringle Creek,CREEK,ACT,42-456,81f1c544-828a-4df7-b885-e105f07c7509,1,311.5162951
2337,185976,164533,Pringle Creek,CREEK,ACT,39-456,0478a5e8-c309-4978-8202-ee2225c1dafa,1,389.1225112
2338,164534,185977,Pringle Creek,CREEK,ACT,42-456,096af0e2-923b-4bff-842e-bd3a1e28b1c0,1,355.970854
2339,26366,37313,Croisan Creek,CREEK,ACT,33-460,17fd861b-f2a8-400f-9d15-f1e243c12d6c,1,227.4074273
2340,26036,37335,Croisan Creek,CREEK,ACT,33-460,8721b9cf-dd8f-4298-8474-8a9676c0b748,1,315.3325051
2341,24244,23928,Clark Creek (Trib. Pringle Creek),CREEK,ACT,42-462,c24918d6-b76d-449a-ac8c-9fc33dd611a7,1,442.7322228
2342,26080,26065,Clark Creek (Trib. Pringle Creek),CREEK,ACT,39-460,f48282e4-a3b0-449c-92dc-712c15a02571,1,30.28018889
2343,26032,26029,Clark Creek (Trib. Pringle Creek),CREEK,ACT,39-460,a7ba8e0b-eb06-4aaf-9285-964fa134afc0,1,22.62694997
2344,36635,56066,Trib. West Middle Fork Pringle Creek,CREEK,ACT,45-454,a71d0ff3-f6db-484e-bae0-47a0285b6770,1,721.8913262
2345,20455,72052,Clark Creek (Trib. Pringle Creek),CREEK,ACT,42-468,f5fa7932-a44e-4fbc-aaf1-57feedc97d58,1,811.182027
2346,37226,186331,West Middle Fork Pringle Creek,CREEK,ACT,48-452,c109f766-9e83-46a3-8b20-35da37eba87b,1,887.342567
2347,27795,27715,Trib. West Fork Pringle Creek,CREEK,ACT,45-458,8553d69b-d94a-47b9-a1db-e2587ac82c6d,1,95.95455192
2348,75892,27845,Trib. West Fork Pringle Creek,CREEK,ACT,45-458,ac75000d-7b50-456a-81b8-4bcf526dc2d0,1,302.6909507
2349,28059,75893,Trib. West Fork Pringle Creek,CREEK,ACT,45-456,d44f17c2-3189-4795-a53f-8771ad4d4380,1,65.49898105
2350,19181,131570,Clark Creek (Trib. Pringle Creek),CREEK,ACT,42-468,0cb41d38-c4ca-40f0-bd72-39f79e6ac02c,1,69.75777417
2353,38237,185702,Croisan Creek,CREEK,ACT,33-460,3ed7ee6c-ce3e-4d38-89f8-c87502eecc47,1,266.2300213
2354,127419,25273,Clark Creek (Trib. Pringle Creek),CREEK,ACT,39-460,1ba4a80e-78d3-4cb5-936e-e14fb5f7d653,1,676.2622274
2355,22836,36879,Clark Creek (Trib. Pringle Creek),CREEK,ACT,42-464,21b6e790-b08f-4b85-b2bb-8e3fb7291d02,1,699.0846115
2356,37730,29785,West Middle Fork Pringle Creek,CREEK,ACT,48-454,12a567e1-6eb3-4655-a0f8-ff7bf8ba6c57,1,190.1989157
2357,31378,38150,West Middle Fork Pringle Creek,CREEK,ACT,48-452,999ab5e1-0f89-45bd-8809-c5842551ef77,1,210.6615218
2358,37894,67253,Clark Creek (Trib. Pringle Creek),CREEK,ACT,45-466,b8cac71a-6401-4f9d-9771-83eb88144f1e,1,191.3546309
2359,23727,23642,Clark Creek (Trib. Pringle Creek),CREEK,ACT,42-462,629d4b4a-be62-4511-a4d3-0503cef6f374,1,129.1910724
2360,22506,22379,Clark Creek (Trib. Pringle Creek),CREEK,ACT,42-464,27d8cf8c-4c1b-4c56-9ca7-a2746960ebc1,1,279.3402495
2362,29760,29777,Trib. West Middle Fork Pringle Creek,CREEK,ACT,48-454,34f16df7-7e35-4d48-b43a-f6b848cefa92,1,100.570154
2363,29784,29785,Trib. West Middle Fork Pringle Creek,CREEK,ACT,48-454,8065e225-8cd2-427e-8500-28885d12181c,1,189.5649724
2367,23156,22931,Clark Creek (Trib. Pringle Creek),CREEK,ACT,42-464,42721f60-eeeb-44a6-9c9a-209212cd1271,1,245.5861098
2369,37803,22699,Clark Creek (Trib. Pringle Creek),CREEK,ACT,42-464,d4adb721-bf76-44d9-af92-a6868153397d,1,805.8465424
2370,27917,185974,Alderbrook Swale (Trib. West Fork Pringle Creek),CREEK,ACT,39-458,7c598dfd-c7a9-4b04-b47f-4e918decb0a3,1,1405.630629
2371,34485,34484,West Middle Fork Pringle Creek,CREEK,ACT,48-448,90c954ff-d321-44ba-a0ec-a7f1713f471b,1,143.8657702
2372,26029,37318,Clark Creek (Trib. Pringle Creek),CREEK,ACT,39-460,69195d42-ac58-4428-8c65-38dfe386019b,1,54.52265102
2373,38242,127427,Clark Creek (Trib. Pringle Creek),CREEK,ACT,39-460,3cded268-42c3-4e4d-b249-633108a2fa8c,1,74.30493888
2374,127422,37320,Clark Creek (Trib. Pringle Creek),CREEK,ACT,39-460,4e629ebe-4285-4da2-b584-120ed66ac017,1,363.3642032
2375,38244,127418,Clark Creek (Trib. Pringle Creek),CREEK,ACT,39-460,16f97f9f-e3bb-40d9-bfd4-c12502d4ab9f,1,267.8381225
2376,28755,56050,Joplin Brook (Trib. Croisan Creek),CREEK,ACT,30-456,bd90492c-a880-4ba8-a488-605fe45d4151,1,184.4758336
2377,55744,55743,Joplin Brook (Trib. Croisan Creek),CREEK,ACT,30-456,9132264f-6bef-473c-93fd-ea5295c21d9d,1,225.3539311
2378,55745,55744,Joplin Brook (Trib. Croisan Creek),CREEK,ACT,30-456,9b84e183-f446-4744-99a9-b91b8fb08a35,1,82.70363062
2379,56050,55745,Joplin Brook (Trib. Croisan Creek),CREEK,ACT,30-456,840f7c70-53e6-4130-b7a2-e5ddb2ef7913,1,136.8570187
2380,30120,57027,Trib. West Fork Pringle Creek,CREEK,ACT,36-454,beccdbb5-693f-419a-ab6b-ab4d2d07fcc8,1,532.9574995
2383,67250,67252,Clark Creek (Trib. Pringle Creek),CREEK,ACT,42-466,efec59cb-a2a3-43fd-bbfd-6335e1382708,1,14.23108779
2384,38321,67252,Clark Creek (Trib. Pringle Creek),CREEK,ACT,42-466,bf0b5fb5-febb-4895-9197-d02a5ed2b1f6,1,14.66695712
2385,67253,37397,Clark Creek (Trib. Pringle Creek),CREEK,ACT,42-466,39738da0-3625-40e9-b64e-54f15c7e1ebb,1,14.53198031
2386,33193,37531,West Middle Fork Pringle Creek,CREEK,ACT,48-450,bb0381cf-21e3-4002-bac4-3daaf49aaeec,1,201.1715631
2387,69499,69501,Alderbrook Swale (Trib. West Fork Pringle Creek),CREEK,ACT,45-460,63537e3b-1a8f-4a5a-86d8-4f7dedb1dfc4,1,22.8225912
2388,69498,69501,Alderbrook Swale (Trib. West Fork Pringle Creek),CREEK,ACT,45-460,795d5b07-0c5c-4fd6-802b-5e89b3e85ccc,1,23.81839156
2389,69500,69497,Alderbrook Swale (Trib. West Fork Pringle Creek),CREEK,ACT,45-460,f0c164f5-7e3b-4de8-8290-a27333e59c1c,1,20.22520379
2390,72052,72051,Clark Creek (Trib. Pringle Creek),CREEK,ACT,42-468,2daee3d7-cfba-4475-b771-1a9ea8da8d7c,1,14.8143753
2392,27984,75892,Trib. West Fork Pringle Creek,CREEK,ACT,45-458,3156387f-d9de-4f6c-a448-502be7e1e571,1,17.47942646
2393,27978,75892,Trib. West Fork Pringle Creek,CREEK,ACT,45-458,26ee8215-e070-47e1-aaf5-7251c2e65f8a,1,15.53364897
2394,75893,28015,Trib. West Fork Pringle Creek,CREEK,ACT,45-458,c7363099-96ae-4231-a364-c6f58731d626,1,11.2215334
2396,164530,164531,East Fork Pringle Creek,CREEK,ACT,54-452,377ad863-f3b4-41fc-9f1d-ad7febbbf55c,1,69.81325946
2397,66308,66307,East Fork Pringle Creek,CREEK,ACT,54-452,a08f6707-946c-4a21-84fc-62c69a16c588,1,60.01254354
2398,133812,133814,East Fork Pringle Creek,CREEK,ACT,54-452,60232675-08ab-499a-9518-817ad2f5b144,1,198.769058
2399,133811,133813,East Fork Pringle Creek,CREEK,ACT,54-452,216fc870-6c88-48af-ae27-c82e5e639325,1,198.1076671
2400,37355,38279,East Fork Pringle Creek,CREEK,ACT,54-454,8827387e-f2db-4aaf-8da4-0e65c5438531,1,197.7759796
2401,71436,71437,East Fork Pringle Creek,CREEK,ACT,54-454,dccd3f61-4d9e-4915-b4d3-05c66b9b394b,1,69.31031073
2402,37354,38278,East Fork Pringle Creek,CREEK,ACT,54-454,8ba8b67b-7ccf-43f5-a441-4013edc4b006,1,70.11217442
2403,37005,37929,East Fork Pringle Creek,CREEK,ACT,54-456,47b28fb3-34ba-4e80-9484-51521b1fb79f,1,73.48892628
2404,186640,88738,East Fork Pringle Creek,CREEK,ACT,54-456,f62f3448-6f59-4b02-aa3f-88ac915a2f7e,1,183.7814047
2405,38262,37338,East Fork Pringle Creek,CREEK,ACT,51-458,729053bb-ecfc-4471-afef-290afc34a65a,1,76.1535585
2406,186641,186930,East Fork Pringle Creek,CREEK,ACT,51-460,6c4a7d02-cdf9-4826-bf6b-66e2a61e17f1,1,35.72952656
2407,186930,186931,East Fork Pringle Creek,CREEK,ACT,51-460,014fdccf-edd0-4653-bc59-9acb641ec397,1,759.8587591
2408,186931,186932,East Fork Pringle Creek,CREEK,ACT,51-460,3f5821b8-96f3-4b82-ba0a-ecc8b71c5190,1,53.89224698
2409,23560,23413,East Fork Pringle Creek,CREEK,ACT,48-462,c23e2d66-0b54-45ac-b8ef-82e8aca0a0d0,1,143.5348257
2410,186933,186934,East Fork Pringle Creek,CREEK,ACT,48-462,e2dec47b-27c5-482e-ad72-bfa96ad689e3,1,36.67497681
2411,186936,20386,East Fork Pringle Creek,CREEK,ACT,45-466,6b9ff493-12e4-48b6-a5b7-15bb6073bbbb,1,122.5769182
2412,186935,186936,East Fork Pringle Creek,CREEK,ACT,45-466,a5e66ebc-d59a-4e6e-9ab8-77ea8d89d216,1,22.47586024
2413,186939,186937,Middle Fork Pringle Creek,CREEK,ACT,54-456,57305f45-8e07-45b0-a299-6fa7122f5e8f,1,151.3710159
2414,37342,38266,Middle Fork Pringle Creek,CREEK,ACT,48-462,a4b14dc8-ab5d-45ea-84b7-dd598f3132c6,1,107.6839157
2415,23549,186940,West Fork Pringle Creek,CREEK,ACT,45-464,69d9820f-ec05-4549-b740-6a07dac4ae61,1,315.5301329
2416,186940,186941,West Fork Pringle Creek,CREEK,ACT,45-464,040bc668-efcb-49d2-90db-84e41bd7d2a0,1,20.83428431
2417,36896,37820,West Fork Pringle Creek,CREEK,ACT,45-466,e545f853-22fd-4ad7-be35-f94bc59f1a7c,1,55.82492228
2418,65347,65348,West Fork Pringle Creek,CREEK,ACT,45-466,0154b322-9cbb-483a-8cf5-852771a45be0,1,140.8130074
2419,186943,73023,Pringle Creek,CREEK,ACT,45-466,568d282d-c990-43ea-a238-a1e9b1772301,1,194.4275341
2420,186942,186943,Pringle Creek,CREEK,ACT,45-466,4a811e8a-0175-4c71-9415-bca152ee1848,1,6.917899538
2421,88726,186944,Pringle Creek,CREEK,ACT,42-468,5789cc40-7fdf-47ed-a216-85707ac543b9,1,11.53878331
2422,186944,186945,Pringle Creek,CREEK,ACT,42-468,99ae0377-cba8-421c-9e09-6400ee1c4843,1,6.834474977
2423,187250,187251,Pringle Creek,CREEK,ACT,42-468,fb0194e2-bdf7-4f30-a999-3d86b5379ed6,1,45.52317302
2424,187253,187254,Pringle Creek,CREEK,ACT,42-468,64581add-ee9e-4796-8c29-68f3f0a1f241,1,578.1000446
2425,187254,187255,Pringle Creek,CREEK,ACT,42-468,ce92cf8a-2e5f-44bf-9a34-5cd9b145bb96,1,56.69216431
2426,187255,187256,Pringle Creek,CREEK,ACT,42-468,85bef13e-642c-41b2-a58b-d215276e772c,1,78.86763733
2427,187256,187257,Pringle Creek,CREEK,ACT,42-468,a7c63846-578d-481f-ba74-fa8eeefc5755,1,306.4732495
2428,187260,187261,Pringle Creek,CREEK,ACT,42-468,77f2737c-8264-4275-9e1f-c562786c3eac,1,109.9942496
2429,187258,187259,Pringle Creek,CREEK,ACT,42-468,2e8f8f9d-b32f-4877-ab60-81368685b0bf,1,11.25378515
2430,187259,187260,Pringle Creek,CREEK,ACT,42-468,435bf894-1aa2-4c6f-a90d-5b7537afbeb6,1,164.9485212
2431,29473,29475,West Fork Pringle Creek,CREEK,ACT,36-454,f0fa0d45-d6f5-447e-8360-60bb2e756906,1,15.34957892
2432,29399,29402,West Fork Pringle Creek,CREEK,ACT,36-454,125e50b1-d03a-4eea-a651-0261ba94c453,1,9.586079738
2433,29406,29402,West Fork Pringle Creek,CREEK,ACT,36-454,f4a3cbff-1c13-4003-a53b-b36ae4569508,1,9.432781715
2434,37326,114939,West Fork Pringle Creek,CREEK,ACT,39-454,ed987595-a6fe-43c1-bdbb-b8177a6c5062,1,268.0463296
2435,185984,38250,West Fork Pringle Creek,CREEK,ACT,39-454,0ca4c72d-9bc3-4e51-83ee-9873eef60ee1,1,210.2365533
2436,29736,29659,West Fork Pringle Creek,CREEK,ACT,33-454,7700d51c-fe0b-452b-b049-a4d5510fcd61,1,135.3104299
2437,37322,38247,West Fork Pringle Creek,CREEK,ACT,39-454,6a004dc3-f8ea-4772-b033-ccbf2815cd79,1,251.084872
2438,38267,24750,Trib. Middle Fork Pringle Creek,CREEK,ACT,48-462,73c59adf-74a8-42dd-98a9-fda9ed5a433e,1,587.4757811
2439,24750,36790,Middle Fork Pringle Creek,CREEK,ACT,48-462,7059b197-b3c3-41a8-8e7b-e9f2b5535aef,1,34.53726555
2440,24863,24750,Middle Fork Pringle Creek,CREEK,ACT,48-462,3aebf205-73ce-4154-8d68-53ad64bca096,1,196.4091749
2441,29659,29560,West Fork Pringle Creek,CREEK,ACT,33-454,b8cbb4ee-3d6d-461c-9347-4d96bccef517,1,175.008852
2442,186306,28016,West Fork Pringle Creek,CREEK,ACT,42-458,04df98e8-ac82-40a4-ba04-07516bcfd918,1,876.2832338
2443,186302,186303,West Fork Pringle Creek,CREEK,ACT,42-456,60db4f5c-6ab4-4ad5-95df-7d2b53707749,1,445.1681298
2444,27867,186307,West Fork Pringle Creek,CREEK,ACT,42-458,3db9852b-0d6e-4df7-a92c-21a358c0bd32,1,942.7601182
2445,42932,186639,Trib. East Fork Pringle Creek,CREEK,ACT,51-450,fef008db-310b-44f8-a706-cd0c7cc575c8,1,2244.355915
2446,42933,186631,Tanglewood Brook (Trib. Pringle Creek),CREEK,ACT,51-450,78f6c696-36a8-408b-89c0-1fb84e7242c3,1,834.5213839
2447,42939,42941,Tanglewood Brook (Trib. Pringle Creek),CREEK,ACT,54-450,faedfff0-648c-45cb-ae51-65f65ea39f93,1,572.5938381
2448,42944,42943,,CREEK,,51-450,d7bd977b-e2d5-4677-8339-42d29a9a5be8,1,2770.356817
2449,186617,33769,Pringle Creek,CREEK,ACT,54-450,52147f77-a4ff-44e6-ade6-b650c8759307,1,623.4355227
2450,42945,186637,Pringle Creek,CREEK,ACT,54-450,f7edf06c-289f-4633-9f47-82a5790c8156,1,642.8456095
2451,186637,32715,East Fork Pringle Creek,CREEK,ACT,54-450,8f378a8c-bdb0-4b7a-93f5-50102b1600fc,1,624.0168499
2453,32668,42946,East Fork Pringle Creek,CREEK,ACT,54-452,57cc464b-fbcc-49ed-b078-fadc943889f8,1,722.9611222
2454,42947,42949,East Fork Pringle Creek,CREEK,ACT,54-452,89f4931d-06b4-43cc-be92-d5a5dcff6728,1,222.919925
2455,42948,42950,East Fork Pringle Creek,CREEK,ACT,54-452,cec4dc3c-d5bb-410c-94a6-357e440dc8f7,1,117.6725611
2456,42951,42952,East Fork Pringle Creek,CREEK,ACT,54-452,d44ef881-53c4-4f49-a14c-1acc14ddbf38,1,263.8258151
2457,42953,42956,East Fork Pringle Creek,CREEK,ACT,54-452,88756d54-1e29-43f8-a62f-1031967fb554,1,206.5642749
2458,42955,42957,East Fork Pringle Creek,CREEK,ACT,54-452,578caf38-2d51-4a43-9cae-1a43497de911,1,71.93375868
2459,30839,71439,East Fork Pringle Creek,CREEK,ACT,54-454,d6d831df-fc3f-4119-91f6-76b835716c5b,1,78.56062042
2460,187257,187258,Pringle Creek,CREEK,ACT,42-468,e9d6fedd-b7e5-4a63-ac36-2fe2b22d54a5,1,419.2647247
2461,186323,36967,West Fork Pringle Creek,CREEK,ACT,45-458,10cbb208-9bd3-4540-a472-785d2c2e358e,1,250.174637
2462,25321,24863,Middle Fork Pringle Creek,CREEK,ACT,48-462,e2777f37-cfc9-4623-9b81-bd6875965f75,1,649.302305
2464,186298,28797,West Fork Pringle Creek,CREEK,ACT,39-454,d7473d1f-ec81-42f6-914d-375f6d25637b,1,710.2401766
2465,37323,114944,West Fork Pringle Creek,CREEK,ACT,39-454,bab0d5d8-8012-43ef-9455-5f71c27e09b1,1,204.0304814
2466,186330,23549,West Fork Pringle Creek,CREEK,ACT,45-462,d1284ec3-80fc-4628-862c-3918df7dd06d,1,458.9548226
2467,37820,65347,West Fork Pringle Creek,CREEK,ACT,45-466,cfab64cf-e690-46b7-80c0-f1c0036be2d1,1,962.1061497
2468,42942,186635,Tanglewood Brook (Trib. Pringle Creek),CREEK,ACT,54-450,42f15a14-08ba-4d03-a24f-fef3665c499c,1,763.9835957
2469,88738,88735,East Fork Pringle Creek,CREEK,ACT,54-456,f194703e-df7d-42e8-90bf-144a11830f63,1,2648.944895
2470,19161,54456,Clark Creek (Trib. Pringle Creek),CREEK,ACT,42-468,a546be28-d6db-409c-98d0-81f64cb37b0d,1,271.8569332
2472,29684,29723,West Fork Pringle Creek,CREEK,ACT,33-454,56bda204-dd85-4966-8822-28453f7a75f9,1,136.0624131
2473,29386,29349,West Fork Pringle Creek,CREEK,ACT,36-454,2dbf02b0-dd34-43fe-8da1-0711d805131d,1,308.1076274
2474,29560,185981,West Fork Pringle Creek,CREEK,ACT,36-454,6905d479-72ea-4fb4-859c-03c5e505a2c3,1,173.7634368
2475,29402,38246,West Fork Pringle Creek,CREEK,ACT,39-454,456183fc-2b80-4148-8892-eab92ce5a9a2,1,580.8061548
2476,186934,22754,East Fork Pringle Creek,CREEK,ACT,48-462,95f23b22-40bf-4f86-ad0a-8124a74da540,1,1257.570854
2478,66304,31110,East Fork Pringle Creek,CREEK,ACT,54-452,9cbde713-0482-4263-b015-daf3fe97a524,1,862.4742047
2479,42624,31728,,CREEK,ACT,51-452,feb3c5b7-7140-44ac-9b32-414c22e2776f,1,703.4639531
2480,42625,164530,Trib. East Fork Pringle Creek,CREEK,ACT,54-452,8be4171f-e93c-4f6a-afba-40ee36694f3b,1,1324.7823
2481,37345,138292,West Fork Pringle Creek,CREEK,ACT,45-462,7086f7df-11bc-4126-b3da-e864efe3ae9a,1,280.0183116
2482,71430,37342,Middle Fork Pringle Creek,CREEK,ACT,48-462,099da15d-6f99-4322-b3c0-c083f5d56dd8,1,537.5169841
2491,66299,66301,Trib. East Fork Pringle Creek,CREEK,ACT,54-450,20e4a983-d5b0-405c-a8f5-8d64bfc154a7,1,6.460569482
2492,66300,66301,East Fork Pringle Creek,CREEK,ACT,54-450,7631ea96-7259-44f7-a4c3-86bc6dc33545,1,8.244704784
2495,66307,66305,East Fork Pringle Creek,CREEK,ACT,54-452,9750589c-6631-4f82-b465-a98cca71b540,1,203.1602671
2496,71427,66298,East Fork Pringle Creek,CREEK,ACT,54-450,3b0e30fb-d362-4324-9fb1-244380c66da2,1,1754.53361
2497,37715,71430,Middle Fork Pringle Creek,CREEK,ACT,48-462,cd083f69-3ed0-4534-a9bd-525cecca0ca1,1,16.4791301
2498,37714,71430,Middle Fork Pringle Creek,CREEK,ACT,48-462,d9682612-1dab-495c-80da-89781e7a72ab,1,15.50320811
2499,71439,37354,East Fork Pringle Creek,CREEK,ACT,54-454,54ece82b-523f-4898-8c88-6e91fd0a5973,1,13.55306121
2504,20576,186935,East Fork Pringle Creek,CREEK,ACT,45-466,8fcadd46-7c67-4f18-9cb1-228cfb0344b5,1,806.033913
2505,38278,71438,East Fork Pringle Creek,CREEK,ACT,54-454,70befac5-e431-4f97-ae6c-31e6c132a66c,1,17.3089416
2506,71437,71438,East Fork Pringle Creek,CREEK,ACT,54-454,e8388174-5689-427a-a4e8-7cca4b04b75a,1,17.7169124
2507,65348,88732,West Fork Pringle Creek,CREEK,ACT,45-466,05a01c97-ad98-4b77-afa4-67e210227c79,1,817.2673285
2508,187251,54456,Pringle Creek,CREEK,ACT,42-468,208c8d3e-6723-4b3e-9b88-30ba3c51addd,1,780.8895564
2509,73022,88729,Pringle Creek,CREEK,ACT,42-468,bcab4a2f-fab4-480f-ad04-7d57e01a21db,1,317.5226361
2510,88727,88726,Pringle Creek,CREEK,REM,42-468,61493f1a-023f-447d-8473-538a565ce66a,1,142.8667267
2511,88728,88727,Pringle Creek,CREEK,ACT,42-468,51a58d78-629c-4628-87f3-2f90ca0a39cc,1,93.24370138
2512,88729,88728,Pringle Creek,CREEK,ACT,42-468,7940a7cd-d2ec-4dd3-8900-ddfb7d811678,1,57.95716071
2513,88731,186942,Pringle Creek,CREEK,ACT,45-466,61f8986d-667f-48ae-940c-6107467248d7,1,233.4566697
2514,88732,88731,Pringle Creek,CREEK,ACT,45-466,fbac3eda-e242-4614-8199-2e7e550c17f7,1,116.2024149
2515,88735,38262,East Fork Pringle Creek,CREEK,ACT,54-456,f93ce00e-0785-4896-9112-2578c3df0cb8,1,1762.686545
2516,37004,186640,East Fork Pringle Creek,CREEK,ACT,54-456,2eb643d2-d463-4cf4-9e93-0912de878a49,1,194.9785305
2517,73023,73022,Pringle Creek,CREEK,ACT,45-468,06457ca9-3420-4c87-8b2d-33adc4fe92b8,1,125.9990237
2518,114939,114937,West Fork Pringle Creek,CREEK,ACT,39-454,cd9b6b23-6718-4a34-bed3-99ebd340589b,1,10.22804216
2519,114938,114940,West Fork Pringle Creek,CREEK,ACT,39-454,d84e4e4f-4025-4364-bf9c-3f9acf288b08,1,8.445402859
2520,37325,114940,West Fork Pringle Creek,CREEK,ACT,39-454,a9f218e0-c2b0-495e-a5cd-008f8b8d016b,1,10.02037679
2521,114944,114941,West Fork Pringle Creek,CREEK,ACT,39-454,db90b669-0616-44cc-b301-a567858a2187,1,8.571011768
2522,37324,114943,West Fork Pringle Creek,CREEK,ACT,39-454,6382cc7b-5694-43c9-a899-6efc188deed6,1,7.804674811
2523,114942,114943,West Fork Pringle Creek,CREEK,ACT,39-454,379208e2-cf92-45bf-ad65-19675bf42a83,1,8.459841444
2524,127094,126787,Trib. East Fork Pringle Creek,CREEK,ACT,54-452,2bac40c3-e7b5-42ec-8f1a-632fbecfeef4,1,1198.903015
2525,127096,127095,Trib. East Fork Pringle Creek,CREEK,ACT,54-450,f273252b-ad29-4064-ab35-00db46b01db4,1,1021.731939
2526,31110,37355,East Fork Pringle Creek,CREEK,ACT,54-452,9c9e5a67-8e03-4e36-bd4f-14da8a71fe96,1,21.05590874
2527,38279,30839,East Fork Pringle Creek,CREEK,ACT,54-454,6673cb43-fa3d-4d45-b746-a19c55daf2d6,1,16.51476767
2528,133813,30839,East Fork Pringle Creek,CREEK,ACT,54-454,62282a73-27c5-49ab-9fa9-a0b5f86f9214,1,15.58959392
2529,133814,30839,East Fork Pringle Creek,CREEK,ACT,54-454,f05b115a-a227-4af1-9369-b286140a7c28,1,15.70640377
2530,138292,37238,West Fork Pringle Creek,CREEK,ACT,45-462,8eec528e-f54b-41e3-90c7-e626f0ca60a8,1,14.02435638
2531,138291,186330,West Fork Pringle Creek,CREEK,ACT,45-462,dfba7cf6-e89a-4607-8210-dc8ae1127772,1,14.49494932
2532,38162,186330,West Fork Pringle Creek,CREEK,ACT,45-462,a6b93381-45e5-45ac-831c-9427d96d7a45,1,16.23324408
2533,164531,164532,East Fork Pringle Creek,CREEK,ACT,54-452,7227fe8a-34ac-4e53-8f45-f7d4878fc73f,1,7.837575042
2534,126786,164530,Trib. East Fork Pringle Creek,CREEK,ACT,54-452,73205819-abff-41cc-a784-42a21ed76ba1,1,54.87772042
2535,29723,29736,West Fork Pringle Creek,CREEK,ACT,33-454,2a1a5951-395a-4236-8852-68b7ce96b094,1,173.2009546
2536,185982,29386,West Fork Pringle Creek,CREEK,ACT,36-454,4af3329f-6cc8-4401-afe0-053fffb8c303,1,137.1392189
2537,185981,185982,West Fork Pringle Creek,CREEK,ACT,36-454,2bff9aac-302b-4472-9a72-50740e4c529f,1,6.240768928
2538,29349,29359,West Fork Pringle Creek,CREEK,ACT,36-454,b1cb99dc-cbe4-47c7-b083-ff80726cd10c,1,224.3630876
2539,29359,29414,West Fork Pringle Creek,CREEK,ACT,36-454,10357397-9667-476e-80c9-18b3867dd7f3,1,262.1089325
2540,29472,29399,West Fork Pringle Creek,CREEK,ACT,36-454,87057977-d5b6-4d06-86b2-9cbdcdd041bb,1,690.8294541
2541,29475,29406,West Fork Pringle Creek,CREEK,ACT,36-454,67a12867-a27e-4822-805a-aa43e2f65b08,1,689.6546313
